product_id	province	city	company	recharge_type
1251	河北	沧州	孟村回族自治县电力局	2
1252	河北	沧州	南皮县供电有限责任公司	2
1253	河北	沧州	海兴县供电公司	2
1254	河北	沧州	沧县电力局	2
1255	河北	沧州	沧州供电公司	2
1257	河北	沧州	沧州市南大港管理区供电局	2
1258	河北	邯郸	武安市供电公司	2
1259	河北	邯郸	邯郸供电公司	2
1260	河北	邯郸	肥乡县供电公司	2
1261	河北	邯郸	魏县供电公司	2
1262	河北	邯郸	曲周县供电公司	2
1263	河北	邯郸	永年县供电公司	2
1264	河北	邯郸	涉县供电公司	2
1265	河北	邯郸	邯郸市峰峰矿区供电公司	2
1266	河北	邯郸	大名县供电公司	2
1267	河北	邯郸	临漳县供电公司	2
1268	河北	邯郸	鸡泽县供电公司	2
1269	河北	邯郸	成安县供电公司	2
1270	河北	邯郸	磁县供电公司	2
1271	河北	邯郸	邱县供电公司	2
1272	河北	邯郸	广平县供电公司	2
1273	河北	邯郸	馆陶县供电公司	2
1274	河北	邯郸	邯郸县供电公司	2
1275	河北	衡水	衡水供电公司	2
1276	河北	衡水	衡水桃城供电有限责任公司	2
1277	河北	衡水	枣强县电力局	2
1278	河北	衡水	武邑供电有限责任公司	2
1279	河北	衡水	深州供电有限责任公司	2
1280	河北	衡水	衡水武强供电有限责任公司	2
1281	河北	衡水	饶阳县电力局	2
1282	河北	衡水	安平县电力局	2
1283	河北	衡水	河北省故城县电力公司	2
1284	河北	衡水	景县供电局	2
1285	河北	衡水	阜城县电力局	2
1286	河北	衡水	冀州市电力公司	2
1287	河北	石家庄	藁城市供电局	2
1288	河北	石家庄	赞皇县供电局	2
1289	河北	石家庄	高邑县供电局	2
1290	河北	石家庄	元氏县供电局	2
1291	河北	石家庄	辛集市供电局	2
1292	河北	石家庄	井陉县供电局	2
1293	河北	石家庄	鹿泉市供电局	2
1294	河北	石家庄	行唐县供电公司	2
1295	河北	石家庄	晋州市供电局	2
1296	河北	石家庄	赵县供电局	2
1297	河北	石家庄	深泽县供电局	2
1298	河北	石家庄	灵寿县供电局	2
1299	河北	石家庄	平山县供电局	2
1300	河北	石家庄	正定县供电局	2
1301	河北	石家庄	栾城县供电局	2
1302	河北	石家庄	新乐市供电局	2
1303	河北	石家庄	无极县供电局	2
1304	河北	石家庄	石家庄市井陉矿区电力局	2
1305	河北	石家庄	石家庄供电公司	2
1306	河北	石家庄	石家庄供电公司直供分局	2
1307	河北	石家庄	石家庄供电公司桥西分局	2
1308	河北	石家庄	石家庄供电公司环城分局	2
1309	河北	石家庄	石家庄供电公司桥东分局	2
1310	河北	邢台	邢台供电公司	2
1311	河北	邢台	邢台供电公司桥东分局	2
1312	河北	邢台	沙河市供电公司	2
1313	河北	邢台	南宫市供电有限责任公司	2
1314	河北	邢台	邢台县供电有限责任公司	2
1316	河北	邢台	柏乡县供电公司	2
1317	河北	邢台	隆尧县供电有限责任公司	2
1318	河北	邢台	任县供电有限责任公司	2
1319	河北	邢台	宁晋县供电有限责任公司	2
1320	河北	邢台	巨鹿县供电有限责任公司	2
1321	河北	邢台	南和县电力局	2
1322	河北	邢台	新河县供电有限责任公司	2
1323	河北	邢台	广宗县电力局	2
1324	河北	邢台	平乡县供电有限责任公司	2
1325	河北	邢台	威县供电公司	2
1326	河北	邢台	清河县电力局	2
1327	河北	邢台	临西县电力局	2
1328	河北	邢台	内丘县供电有限责任公司	2
